,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
42,St.Gallen (Hofen),,,,2022-03-07,
43,Aarwangen (Zala),,,,2022-02-10,
44,Steinach (Morgental),,,,2022-03-17,
45,Au (Rosenbergsau),,,,2022-03-07,
46,Altenrhein,2023-08-16,6.7,2.5,2022-03-15,2.5
47,Buchs,,,,2022-03-07,
48,Bad Ragaz,,,,2022-03-05,
49,Flums (Seez),,,,2022-03-05,
50,Rapperswil-Jona,,,,2022-03-06,
51,Flawil (Oberglatt),,,,2022-03-07,
52,Wil,,,,2022-03-07,
53,Region Bern,2023-08-17,20.3,9.6,2022-02-10,9.6
54,Poschiavo (Li Geri),,,,2022-11-05,
55,Schluein (Gruob),,,,2023-02-27,
56,Worblental,,,,2022-03-06,
57,Cazis (Waldau),,,,2022-04-07,
58,Scuol (Sot Ruinas),,,,2022-07-02,
59,S-chanf (Oberengadin),,,,2022-12-31,
60,Davos (Gadenstatt),,,,2022-02-26,
61,Klosters (Gulfia),,,,2022-12-22,
62,Chur,2023-08-15,3.2,0.5,2022-03-12,0.5
63,Arosa,,,,2022-04-09,
64,Landquart,,,,2022-11-07,
65,Seewis (Vorderes Prättigau),,,,2022-02-28,
66,Aarau,,,,2022-12-04,
67,Burgdorf,,,,2022-10-17,
68,Baden,,,,2022-12-09,
69,Bremgarten,,,,2022-07-22,
70,Wohlen,,,,2022-12-09,
71,Moossee-Urtenenbach,,,,2022-03-07,
72,Brugg,,,,2022-12-10,
73,Reinach,,,,2022-03-10,
74,Kaisten,,,,2022-07-19,
75,Lenzburg,,,,2022-11-29,
76,Aarburg,,,,2022-03-07,
77,Zofingen,,,,2022-12-23,
78,"Hefenhofen (Aachtal, Moos)",,,,2022-03-05,
79,Frauenfeld,,,,2022-03-05,
80,Weinfelden (Mittelthurgau),,,,2022-03-05,
81,Bellinzona (Giubiasco),,,,2022-03-22,
82,Locarno (Foce Ticino),,,,2022-03-25,
83,Locarno (Foce Maggia),,,,2022-03-22,
84,Lugano,2023-08-15,1.9,-1.3,2022-03-13,1.3
85,Mendrisio (Rancate),,,,2022-02-10,
86,Chiasso (Vacallo),,,,2022-10-08,
87,Bülach,,,,2023-04-16,
88,Lausanne (Vidy),,,,2022-03-07,
89,Morges,,,,2022-03-06,
90,Commugny,,,,2022-03-07,
91,Gland (Apec),,,,2022-03-30,
92,Nyon,,,,2022-03-28,
93,Grindelwald,,,,2022-07-11,
94,Lauterbrunnen,,,,2022-02-10,
95,Montreux/Pierrier,,,,2022-07-11,
96,Vevey (Aviron),,,,2022-03-05,
97,Interlaken,,,,2022-03-07,
98,Yverdon,,,,2022-07-11,
99,Brig-Glis (Briglina),,,,2022-09-24,
100,Bagnes-Le Châble,,,,2023-02-23,
101,Goms,,,,2022-07-17,
102,Martigny,,,,2022-10-10,
103,Sierre/Noes,,,,2023-04-30,
104,Sion/Chateauneuf,,,,2022-06-18,
105,Zermatt,,,,2022-07-15,
106,Colombier (La Saunerie),,,,2022-10-02,
107,La-Chaux-de-Fonds,,,,2022-03-06,
108,Neuchatel,2023-08-15,20.0,-14.8,2022-03-12,14.8
109,Satigny/Bois-de-Bay,,,,2022-03-21,
110,Thonex/Villette,,,,2022-03-25,
111,Aire,2023-08-16,7.6,-0.6,2022-12-03,0.6
112,Laupen,2023-08-16,5.7,1.1,2022-03-12,1.1
113,Delemont (Sede),,,,2023-04-10,
114,Porrentruy (Sepe),2023-08-17,43.6,21.5,2022-11-17,21.5
115,Biel,,,,2022-03-06,
116,Saanen,,,,2022-03-08,
117,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
118,Thunersee,,,,2022-03-08,
119,Mittl. Emmental,,,,2022-03-05,
