,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
0,Liechtenstein,,,,2022-03-07,
1,Buholz (Real),,,,2022-02-26,
2,Rontal,,,,2022-07-01,
3,Altdorf,,,,2022-03-02,
4,Wetzikon (Flos),,,,2022-03-21,
5,Hoefe,,,,2022-10-03,
6,Horgen,,,,2022-10-01,
7,Untermarch,,,,2022-02-25,
8,Schwyz,,,,2022-07-11,
9,Alpnach (Sarneraatal),,,,2022-02-10,
10,Engelberg,,,,2022-07-06,
11,Stans (Rotzwinkel),,,,2022-07-10,
12,Meilen (Rorguet),,,,2022-03-21,
13,Glarnerland,,,,2022-04-07,
14,Cham (Schoenau),,,,2022-07-13,
15,Illnau-Effretikon,,,,2022-03-17,
16,Dübendorf (Ika Neugut),,,,2022-12-19,
17,Uster (Jungholz),,,,2022-07-11,
18,Affoltern am Albis,,,,2022-03-10,
19,Vuippens (Ais),,,,2022-03-05,
20,Fribourg (Aele),2023-05-17,6.9,2.5,2022-02-10,2.5
21,Winterthur,,,,2022-07-15,
22,Dietikon (Limeco),,,,2022-07-11,
23,Winznau (Zv Olten),,,,2022-03-07,
24,Zuchwil (Soloth.-Emme),2023-05-17,5.5,3.5,2022-03-07,3.5
25,Grenchen (Buerenamt),,,,2022-03-07,
26,Werdhölzli,2023-05-18,9.5,0.9,2022-03-16,0.9
27,Basel,2023-05-19,12.6,4.4,2022-03-24,4.4
28,Birs,,,,2023-03-14,
29,Birsig,,,,2022-12-06,
30,Zwingen (Laufental-L-Tal),,,,2022-12-09,
31,Ergolz 2,,,,2022-11-18,
32,Pratteln/Rhein,,,,2022-12-23,
33,Ergolz 1,,,,2022-11-13,
34,Neuhausen A/Rhf. (Roeti),,,,2022-12-24,
35,Ramsen (Bibertal-Hegau),,,,2022-12-24,
36,Hallau (Klettgau),,,,2022-12-26,
37,Andelfingen,,,,2022-11-14,
38,Herisau (Bachwis),,,,2022-03-17,
39,Lyss,,,,2022-03-10,
40,Appenzell (Boedeli),,,,2022-03-31,
41,St.Gallen (Au),,,,2022-04-01,
