date,Neue Fälle,7-Tages-Durchschnitt,baseline
2021-06-21,8,8.285714285714286,0
2021-06-22,10,7.714285714285714,0
2021-06-23,7,7.857142857142857,0
2021-06-24,7,6.714285714285714,0
2021-06-25,5,7,0
2021-06-26,9,6.285714285714286,0
2021-06-27,1,6.571428571428571,0
2021-06-28,10,6.285714285714286,0
2021-06-29,5,6.285714285714286,0
2021-06-30,9,7.571428571428571,0
2021-07-01,5,8.714285714285714,0
2021-07-02,5,9.714285714285714,0
2021-07-03,18,11.428571428571429,0
2021-07-04,9,13.142857142857142,0
2021-07-05,17,14.571428571428571,0
2021-07-06,17,17.142857142857142,0
2021-07-07,21,16.714285714285715,0
2021-07-08,15,17.428571428571427,0
2021-07-09,23,18.142857142857142,0
2021-07-10,15,21.571428571428573,0
2021-07-11,14,22,0
2021-07-12,22,23,0
2021-07-13,41,22.428571428571427,0
2021-07-14,24,23.714285714285715,0
2021-07-15,22,25.285714285714285,0
2021-07-16,19,26.571428571428573,0
2021-07-17,24,26.857142857142858,0
2021-07-18,25,28.714285714285715,0
2021-07-19,31,31.142857142857142,0
2021-07-20,43,33.857142857142854,0
2021-07-21,37,36.714285714285715,0
2021-07-22,39,34.57142857142857,0
2021-07-23,38,37,0
2021-07-24,44,38,0
2021-07-25,10,37.857142857142854,0
2021-07-26,48,39.285714285714285,0
2021-07-27,50,43,0
2021-07-28,36,41.857142857142854,0
2021-07-29,49,47.57142857142857,0
2021-07-30,64,52.857142857142854,0
2021-07-31,36,60.714285714285715,0
2021-08-01,50,64.57142857142857,0
2021-08-02,85,69.57142857142857,0
2021-08-03,105,74.28571428571429,0
2021-08-04,63,84.42857142857143,0
2021-08-05,84,90.57142857142857,0
2021-08-06,97,96.28571428571429,0
2021-08-07,107,109.28571428571429,0
2021-08-08,93,130.28571428571428,0
2021-08-09,125,146.71428571428572,0
2021-08-10,196,160.42857142857142,0
2021-08-11,210,177.42857142857142,0
2021-08-12,199,179.85714285714286,0
2021-08-13,193,194.71428571428572,0
2021-08-14,226,,0
2021-08-15,110,,0
2021-08-16,229,,0
