bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601.0,Solothurn,Solothurn,7666,5,16859,45.471261640666704,http://i.imgur.com/JHN85pd.png
2465.0,Bucheggberg,Buchegg,1015,0,2511,40.42214257268021,http://i.imgur.com/yrxc1LY.png
2464.0,Bucheggberg,Lüsslingen-Nennigkofen,586,0,1115,52.5560538116592,http://i.imgur.com/N8MtfcB.png
2455.0,Bucheggberg,Lüterkofen-Ichertswil,389,0,908,42.841409691629956,http://i.imgur.com/YJgUnxE.png
2457.0,Bucheggberg,Messen,608,0,1475,41.220338983050844,http://i.imgur.com/2uxYEzV.png
2461.0,Bucheggberg,Schnottwil,463,0,1140,40.614035087719294,http://i.imgur.com/pEng2IM.png
2471.0,Dorneck,Bättwil,524,0,1162,45.09466437177281,http://i.imgur.com/LLvYalH.png
2472.0,Dorneck,Büren,439,0,1047,41.92932187201528,http://i.imgur.com/PnBxaSz.png
2473.0,Dorneck,Dornach,3142,2,6870,45.73508005822416,http://i.imgur.com/COHmoqb.png
2474.0,Dorneck,Gempen,396,0,908,43.61233480176212,http://i.imgur.com/HzEspur.png
2475.0,Dorneck,Hochwald,503,0,1257,40.01591089896579,http://i.imgur.com/kIBMZAQ.png
2476.0,Dorneck,Hofstetten-Flüh,1202,0,3299,36.435283419217946,http://i.imgur.com/V2VR9yi.png
2477.0,Dorneck,Metzerlen-Mariastein,378,0,957,39.49843260188088,http://i.imgur.com/i4ILrgV.png
2478.0,Dorneck,Nuglar-St. Pantaleon,564,0,1539,36.64717348927875,http://i.imgur.com/MGm5Ywo.png
2479.0,Dorneck,Rodersdorf,490,0,1406,34.85064011379801,http://i.imgur.com/p4uw0r9.png
2480.0,Dorneck,Seewen,406,0,1055,38.48341232227488,http://i.imgur.com/0JB6Mb5.png
2481.0,Dorneck,Witterswil,560,1,1466,38.199181446111865,http://i.imgur.com/0JrQ5Xw.png
2401.0,Gäu,Egerkingen,1658,0,4214,39.34504034171808,http://i.imgur.com/wyoEuip.png
2402.0,Gäu,Härkingen,685,1,1730,39.59537572254335,http://i.imgur.com/PQdyoSw.png
2403.0,Gäu,Kestenholz,758,0,1874,40.44823906083244,http://i.imgur.com/ITC2whV.png
2404.0,Gäu,Neuendorf,953,0,2342,40.691716481639624,http://i.imgur.com/aAcIy85.png
2405.0,Gäu,Niederbuchsiten,485,0,1284,37.77258566978193,http://i.imgur.com/cetMZcH.png
2406.0,Gäu,Oberbuchsiten,844,2,2300,36.69565217391305,http://i.imgur.com/GMgfP9q.png
2407.0,Gäu,Oensingen,2563,2,6484,39.528069093152375,http://i.imgur.com/nxrng2H.png
2408.0,Gäu,Wolfwil,972,0,2388,40.7035175879397,http://i.imgur.com/rWT56QU.png
2503.0,Gösgen,Erlinsbach,1283,1,3594,35.69838619922092,http://i.imgur.com/PUlb6uL.png
2492.0,Gösgen,Kienberg,185,0,497,37.223340040241446,http://i.imgur.com/wLtAkKX.png
2493.0,Gösgen,Lostorf,1460,0,4052,36.03158933859822,http://i.imgur.com/zAcNSRM.png
2495.0,Gösgen,Niedergösgen,1579,0,4057,38.92038452058171,http://i.imgur.com/AllQYDU.png
2497.0,Gösgen,Obergösgen,915,2,2402,38.0932556203164,http://i.imgur.com/H29uxzr.png
2499.0,Gösgen,Stüsslingen,514,0,1236,41.58576051779935,http://i.imgur.com/ZbMWoK9.png
2500.0,Gösgen,Trimbach,2644,2,6663,39.68182500375207,http://i.imgur.com/WoSpmww.png
2501.0,Gösgen,Winznau,743,0,1964,37.830957230142566,http://i.imgur.com/XzWXfuU.png
2542.0,Lebern,Bellach,2172,0,5389,40.30432362219336,http://i.imgur.com/ltCzE3I.png
2543.0,Lebern,Bettlach,1997,1,4965,40.22155085599194,http://i.imgur.com/iR6Ksbc.png
,Lebern,Feldbrunnen,319,0,1004,31.772908366533866,
2545.0,Lebern,Flumenthal,459,1,1037,44.26229508196721,http://i.imgur.com/h8frbs5.png
2546.0,Lebern,Grenchen,7045,6,18010,39.11715713492504,http://i.imgur.com/HPgVrQu.png
2547.0,Lebern,Günsberg,474,0,1163,40.75666380051591,http://i.imgur.com/ZKfrFH6.png
2548.0,Lebern,Hubersdorf,289,0,725,39.86206896551724,http://i.imgur.com/GrIxwUh.png
2550.0,Lebern,Langendorf,1594,0,3798,41.969457609268034,http://i.imgur.com/gBJhift.png
2551.0,Lebern,Lommiswil,655,0,1605,40.809968847352025,http://i.imgur.com/kp8FhJC.png
2553.0,Lebern,Oberdorf,686,0,1819,37.7130291368884,http://i.imgur.com/crpGiRQ.png
2554.0,Lebern,Riedholz,1008,0,2310,43.63636363636363,http://i.imgur.com/sMEMU8t.png
2555.0,Lebern,Rüttenen,468,3,1512,30.952380952380953,http://i.imgur.com/sivJZRn.png
2556.0,Lebern,Selzach,1442,0,3569,40.40347436256654,http://i.imgur.com/kla0mby.png
2571.0,Olten,Boningen,350,0,794,44.08060453400503,http://i.imgur.com/MhFqEu0.png
2572.0,Olten,Däniken,1129,1,2969,38.02627147187606,http://i.imgur.com/BZxrxKx.png
2573.0,Olten,Dulliken,2101,1,5199,40.41161761877284,http://i.imgur.com/XL473mv.png
2575.0,Olten,Fulenbach,720,1,1776,40.54054054054054,http://i.imgur.com/QcYUHDY.png
2576.0,Olten,Gretzenbach,1052,0,2773,37.93725207356653,http://i.imgur.com/MlSwCRn.png
2578.0,Olten,Gunzgen,633,0,1680,37.67857142857143,http://i.imgur.com/tAcSIIa.png
2579.0,Olten,Hägendorf,2103,0,5265,39.94301994301994,http://i.imgur.com/RJoWgKI.png
2580.0,Olten,Kappel,1203,0,3392,35.465801886792455,http://i.imgur.com/FR4dCDn.png
2581.0,Olten,Olten,7602,3,18417,41.27708095781072,http://i.imgur.com/P9JM0Cd.png
2582.0,Olten,Rickenbach,414,1,1087,38.086476540938364,http://i.imgur.com/EVTUO7d.png
2583.0,Olten,Schönenwerd,1998,2,5133,38.92460549386324,http://i.imgur.com/l6WAIYt.png
2584.0,Olten,Starrkirch-Wil,758,1,1813,41.80915609487038,http://i.imgur.com/T9u6sRs.png
2586.0,Olten,Wangen b. Olten,2173,1,5372,40.45048399106478,http://i.imgur.com/gCafUGv.png
2421.0,Thal,Aedermannsdorf,255,0,582,43.81443298969072,http://i.imgur.com/BVMxQoV.png
2422.0,Thal,Balsthal,2656,0,6354,41.80044066729619,http://i.imgur.com/18bTE5O.png
2425.0,Thal,Holderbank,273,0,731,37.34610123119015,http://i.imgur.com/ftfz7o1.png
2426.0,Thal,Laupersdorf,747,0,1819,41.066520065970316,http://i.imgur.com/ZL7intR.png
2427.0,Thal,Matzendorf,489,0,1371,35.667396061269145,http://i.imgur.com/z108GYa.png
2428.0,Thal,Mümliswil-Ramiswil,961,0,2383,40.32731850608477,http://i.imgur.com/IvGrJWV.png
,Thal,Welschenrohr-Gänsbrunnen,413,0,1173,35.208866155157715,
2611.0,Thierstein,Bärschwil,268,0,793,33.79571248423707,http://i.imgur.com/SIV7f2Q.png
2613.0,Thierstein,Breitenbach,1927,0,4055,47.52157829839704,http://i.imgur.com/RS288nQ.png
2614.0,Thierstein,Büsserach,1043,0,2346,44.45865302642796,http://i.imgur.com/Frdm2ev.png
